,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status (Approved),Property_Area_Semiurban,Property_Area_Urban
552,LP002785,1,1,1,0,0,-0.338917197505325,0.9952924550018959,158.0,8,1,1,0,1
553,LP002788,1,1,0,1,0,-0.48280228570650535,0.8882776996937887,181.0,8,0,0,0,1
554,LP002789,1,1,0,0,0,-0.2963573306881386,1.084687980385784,132.0,5,0,0,0,0
555,LP002792,1,1,1,0,0,0.010564785781956042,0.6337612076219633,26.0,8,1,1,1,0
556,LP002794,0,0,0,0,0,-0.44793593327550263,0.7739047459340723,84.0,8,1,1,0,1
557,LP002795,1,1,3,0,1,0.7751691623322557,-1.1028368386382617,260.0,8,1,1,1,0
558,LP002798,1,1,0,0,0,-0.24823194282562774,0.9314595975422396,162.0,8,1,1,1,0
559,LP002804,0,1,0,0,0,-0.2002702467585676,0.8845579510631707,182.0,8,1,1,1,0
560,LP002807,1,1,2,1,0,-0.28293460346117977,0.21091589938110492,108.0,8,1,1,1,0
561,LP002813,0,1,1,0,1,2.304868990819207,-1.1028368386382617,600.0,8,1,1,1,0
562,LP002820,1,1,0,0,0,0.08504455271203233,0.8477171940000082,211.0,8,1,1,0,0
563,LP002821,1,0,0,1,1,0.06491046187159413,-1.1028368386382617,132.0,8,1,1,1,0
564,LP002832,1,1,2,0,0,0.5558221564282948,-1.1028368386382617,258.0,8,0,0,0,1
565,LP002833,1,1,0,1,0,-0.1532907014642118,-1.1028368386382617,120.0,8,1,1,0,0
566,LP002836,1,0,0,0,0,-0.338917197505325,-1.1028368386382617,70.0,8,1,1,0,1
567,LP002837,1,1,3,0,0,-0.327949847210127,0.9104230116613856,123.0,8,0,0,0,0
568,LP002840,0,0,0,0,0,-0.49524286216075986,-1.1028368386382617,9.0,8,1,0,0,1
569,LP002841,1,1,0,0,0,-0.3662537273455948,0.849258241020833,104.0,8,0,0,0,1
570,LP002842,1,1,1,0,0,-0.3251670866874648,0.7971421654679766,186.0,8,1,1,0,1
571,LP002847,1,1,0,0,0,-0.04705472621669639,0.7385895952462954,165.0,8,0,0,0,1
572,LP002855,1,1,2,0,0,1.8435855112390862,-1.1028368386382617,275.0,8,1,1,0,1
573,LP002862,1,1,2,1,0,0.1181102953930772,0.7739047459340723,187.0,9,1,0,1,0
574,LP002863,1,1,3,0,0,0.1641076899147287,-1.1028368386382617,150.0,8,1,0,1,0
575,LP002868,1,1,2,0,0,-0.3673995699137498,0.3942097036013724,108.0,3,1,1,0,1
576,LP002872,1,1,0,0,0,-0.37918537918620143,0.8709918557604351,136.0,8,0,0,1,0
577,LP002874,1,0,0,0,0,-0.3559411442321996,0.9398079342080351,110.0,8,1,1,0,1
578,LP002877,1,1,1,0,0,-0.5928031722493873,0.8741490388346069,107.0,8,1,1,0,0
579,LP002888,1,0,0,0,0,-0.3636346586183833,0.9601648057473936,161.0,8,1,1,0,1
580,LP002892,1,1,2,0,0,0.1860423905051248,-1.1028368386382617,205.0,8,1,1,1,0
581,LP002893,1,0,0,0,0,-0.5839638152950486,1.8144036589420087,90.0,8,1,0,0,1
582,LP002894,0,1,0,0,0,-0.3662537273455948,-1.1028368386382617,36.0,8,1,1,1,0
583,LP002898,1,1,1,0,0,-0.576761376295217,-1.1028368386382617,61.0,8,1,0,0,0
584,LP002911,1,1,1,0,0,-0.4282929178214166,0.8258626021806353,146.0,8,0,0,0,0
585,LP002912,1,1,1,0,0,-0.18340999182714376,0.9692604163940796,172.0,3,1,0,0,0
586,LP002916,1,1,0,0,0,-0.5085018975922679,0.7534569516405322,104.0,8,1,1,0,1
587,LP002917,0,0,0,1,0,-0.5301092145917626,-1.1028368386382617,70.0,8,1,1,1,0
588,LP002925,1,0,0,0,0,-0.10696592335165886,-1.1028368386382617,94.0,8,1,1,1,0
589,LP002926,1,1,2,0,1,-0.4382781173439103,-1.1028368386382617,106.0,8,0,0,1,0
590,LP002928,1,1,0,0,0,-0.3934265653904138,1.0115560708311766,56.0,5,1,1,1,0
591,LP002931,1,1,2,0,1,0.09764882096173755,-1.1028368386382617,205.0,6,1,0,1,0
592,LP002933,1,0,3,0,1,0.6471621782897949,-1.1028368386382617,292.0,8,1,1,1,0
593,LP002936,1,1,0,0,0,-0.25281531309824784,1.0002718632931213,142.0,5,1,1,0,0
594,LP002938,1,1,0,0,1,1.7542097909229948,-1.1028368386382617,260.0,8,1,1,0,1
595,LP002940,1,0,0,1,0,-0.25707129977996646,-1.1028368386382617,110.0,8,1,1,0,0
596,LP002941,1,1,2,1,1,0.16034277861936222,0.6241783132224592,187.0,8,1,0,0,0
597,LP002943,1,0,0,0,0,-0.39555455873127315,-1.1028368386382617,88.0,8,0,0,1,0
598,LP002945,1,1,0,0,1,0.7463594063329295,-1.1028368386382617,180.0,8,1,1,0,0
599,LP002948,1,1,2,0,0,0.06163662596257979,-1.1028368386382617,192.0,8,1,1,0,1
600,LP002949,0,0,3,0,0,-0.8164061648350669,1.8927977112896601,350.0,5,1,0,0,1
601,LP002950,1,1,0,1,0,-0.41077789570818984,0.9459963455985257,155.0,8,1,1,0,0
602,LP002953,1,1,3,0,0,0.049032357712874564,-1.1028368386382617,128.0,8,1,1,0,1
603,LP002958,1,0,0,0,0,-0.28277091166572904,1.0873955278539285,172.0,8,1,1,0,0
604,LP002959,0,1,1,0,0,1.0797995936660403,-1.1028368386382617,496.0,8,1,1,1,0
605,LP002960,1,1,0,1,0,-0.4916416426608441,1.0464973003115248,128.0,5,1,0,0,1
606,LP002961,1,1,1,0,0,-0.327949847210127,0.9104230116613856,173.0,8,1,1,1,0
607,LP002964,1,1,2,1,0,-0.23186276328055602,0.7299094381897339,157.0,8,1,1,0,0
608,LP002974,1,1,0,0,0,-0.35545006884584746,0.8312580811716008,108.0,8,1,1,0,0
609,LP002978,0,0,0,0,0,-0.40979574493548554,-1.1028368386382617,71.0,8,1,1,0,0
610,LP002979,1,1,3,0,0,-0.2123834396219207,-1.1028368386382617,40.0,5,1,1,0,0
611,LP002983,1,1,1,0,0,0.43681822113562346,0.2086030678084581,253.0,8,1,1,0,1
612,LP002984,1,1,2,0,0,0.35677293316022274,-1.1028368386382617,187.0,8,1,1,0,1
613,LP002990,0,0,0,0,1,-0.13430245319192863,-1.1028368386382617,133.0,8,0,0,1,0
